year,office,district,votefor,candidate,party,candidateid,votes,type,winner
2018,GOVERNOR, ,1,JOHN SHAW, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,KEITH STERN, ,,6,Write-in,FALSE
2018,GOVERNOR, ,1,RANDY BROCK, ,,2,Write-in,FALSE
2018,GOVERNOR, ,1,BILL SCHUBART, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,BRYAN DUNKINS, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,HOWARD DEAN, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,JOHN ROGERS, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,KEITH STERN, ,,3,Write-in,FALSE
2018,GOVERNOR, ,1,PHILLIP GALIGA, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,SHAP SMITH, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,TOM SULLIVAN, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,JOHN RODGERS, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,SAM CHRISTONI, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,SHAWN BICKFORD, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,KEITH STERN, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,NICOLE PETERSON, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,TERRY WILLIAMS, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,BOB HALL, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,JOHN ROGERS , ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,MITZI JOHNSON, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,BRETT SARTWELL, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,DON TURNER, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,JOHN ROGERS, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,KEITH STEARNS, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,ROBERT BEAUPRE, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,TOM BURDITT, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,JOHN ROGERS, ,,2,Write-in,FALSE
2018,GOVERNOR, ,1,PAUL LAVOLETTE, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,KEITH STERN, ,,0,Write-in,FALSE
2018,GOVERNOR, ,1,BETH PEARCE, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,JAMES EHLERS, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,KEITH STERN, ,,3,Write-in,FALSE
2018,GOVERNOR, ,1,PATRICIA COATES, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,RANDY BROCK, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,BERNIE SANDERS, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,KEITH STERN, ,,3,Write-in,FALSE
2018,GOVERNOR, ,1,KIRBY SPRAGUE, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,BRUCE LISMAN, ,,2,Write-in,FALSE
2018,GOVERNOR, ,1,GEORGE RYE, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,LYSANDER SPENCER, ,,2,Write-in,FALSE
2018,GOVERNOR, ,1,ETHAN ALLEN, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,BRENDA SIEGEL, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,BRUCE BOUCHER, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,JIM DOUGLAS, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,JOHN ROGERS, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,KEITH STERN, ,,5,Write-in,FALSE
2018,GOVERNOR, ,1,STEIN, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,TYLER ECKHARDT, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,KEITH STERN, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,MAISE SPERLING, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,CHARLES BURBANK, ,,0,Write-in,FALSE
2018,GOVERNOR, ,1,DANIEL DENNETT, ,,0,Write-in,FALSE
2018,GOVERNOR, ,1,FRANK MALNATI, ,,0,Write-in,FALSE
2018,GOVERNOR, ,1,JIM DOUGLAS, ,,0,Write-in,FALSE
2018,GOVERNOR, ,1,JOHN ROGERS, ,,0,Write-in,FALSE
2018,GOVERNOR, ,1,SUE MINTER, ,,0,Write-in,FALSE
2018,GOVERNOR, ,1,BERNIE SANDERS, ,,0,Write-in,FALSE
2018,GOVERNOR, ,1,BILL CHESTNA, ,,0,Write-in,FALSE
2018,GOVERNOR, ,1,CHRIS BRAY, ,,0,Write-in,FALSE
2018,GOVERNOR, ,1,DAVID ZUCKERMAN, ,,0,Write-in,FALSE
2018,GOVERNOR, ,1,GARY BOUTIN, ,,0,Write-in,FALSE
2018,GOVERNOR, ,1,JAMES DOUGLAS, ,,0,Write-in,FALSE
2018,GOVERNOR, ,1,JAMES EHLERS, ,,0,Write-in,FALSE
2018,GOVERNOR, ,1,JEREMY DELISLE, ,,0,Write-in,FALSE
2018,GOVERNOR, ,1,KEITH STERN, ,,0,Write-in,FALSE
2018,GOVERNOR, ,1,LUCIEN PAQUETTE, ,,0,Write-in,FALSE
2018,GOVERNOR, ,1,PETER SHUMLIN, ,,0,Write-in,FALSE
2018,GOVERNOR, ,1,SUE MINTER, ,,0,Write-in,FALSE
2018,GOVERNOR, ,1,TARL WARWICK, ,,0,Write-in,FALSE
2018,GOVERNOR, ,1,TAYLOR ALTEMOS, ,,0,Write-in,FALSE
2018,GOVERNOR, ,1,JOHN RODGERS, ,,2,Write-in,FALSE
2018,GOVERNOR, ,1,MICHAEL JOHNSTON, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,TARL WARWICK, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,TOM BURDITT, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,VIC DWIRE, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,KEITH STERN, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,BLANK, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,DAVID HURNTTZ, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,KEITH STERN, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,TARL WARWICK, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,BRIAN SMITH , ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,JESUS, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,JOHN ROGERS , ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,BILL LEE, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,KEITH STERN, ,,7,Write-in,FALSE
2018,GOVERNOR, ,1,PHIL SCOTT, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,DAN FELICIANO, ,,2,Write-in,FALSE
2018,GOVERNOR, ,1,ETHAN SONNEBORN, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,JOHN RODGERS, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,BILL LEE, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,DON TURNER, ,,2,Write-in,FALSE
2018,GOVERNOR, ,1,KEITH STERNS, ,,3,Write-in,FALSE
2018,GOVERNOR, ,1,DON SAVAGE, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,JOHN RODGERS, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,KEITH STERN, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,L. ZUPAN, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,PHIL SCOTT, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,JOHN ROGERS, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,JAMES EHLERS, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,CB JOHNSON, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,DON TURNER JR, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,JOHN RODGERS, ,,2,Write-in,FALSE
2018,GOVERNOR, ,1,KEITH STERN, ,,7,Write-in,FALSE
2018,GOVERNOR, ,1,SEAN RYAN, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,WILL EBERLE, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,JOHN A FALEY, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,JOHN ROGERS, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,KEITH STERN, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,KEITH STERNS, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,PHIL ROBERTSON, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,PHIL ROBERTSON, ,,2,Write-in,FALSE
2018,GOVERNOR, ,1,PHIL SCOTT, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,RAY BURNHAN, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,BILL LEE, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,KEITH STERN, ,,2,Write-in,FALSE
2018,GOVERNOR, ,1,BRUCE LISMAN, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,GEORGE DEBLON, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,DEB MARKOWITZ, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,JAMES ROCK, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,KEITH STERN, ,,3,Write-in,FALSE
2018,GOVERNOR, ,1,JESSIE KUZMICKI, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,JOHN RODGERS, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,KEITH STERN, ,,5,Write-in,FALSE
2018,GOVERNOR, ,1,SCOTT MILNE, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,BRUCE BUSA, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,DON TURNER, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,KEITH STERN, ,,3,Write-in,FALSE
2018,GOVERNOR, ,1,RODNEY EILERS, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,TARL WARWICK, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,JAMES EHLERS, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,KEITH STIEN, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,RANDY BROCK, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,JOHN S RODGERS, ,,0,Write-in,FALSE
2018,GOVERNOR, ,1,PATRICIA DOHERTY, ,,0,Write-in,FALSE
2018,GOVERNOR, ,1,KEITH STERN, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,KEITH STERN, ,,2,Write-in,FALSE
2018,GOVERNOR, ,1,REBECCA HOLCOMBE, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,KEITH STERN, ,,3,Write-in,FALSE
2018,GOVERNOR, ,1,TARL WARWICK, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,JON ROGERS, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,KEITH STERN, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,GARY BARNETT, ,,0,Write-in,FALSE
2018,GOVERNOR, ,1,KEITH STERN, ,,0,Write-in,FALSE
2018,GOVERNOR, ,1,GILBERT ROBICHAUD, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,JUDI PULAIFER, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,KEITH STERN, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,TARL WARWICK, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,KEITH STERN, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,MIKE BURNETT, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,JOHN RISHAR, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,JOHN ROGERS, ,,2,Write-in,FALSE
2018,GOVERNOR, ,1,KEITH STERN, ,,3,Write-in,FALSE
2018,GOVERNOR, ,1,VALDIMIR PUTIN, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,JASON FLOYD, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,KEITH STERN, ,,4,Write-in,FALSE
2018,GOVERNOR, ,1,MARNA DAILEY, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,RICHARD DKLIEN, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,RICHARD HIPE, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,SHANNON RIDDLE, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,TARL WARWICK, ,,2,Write-in,FALSE
2018,GOVERNOR, ,1,BEN TUCKER, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,CHAP SMITH, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,KEN STEARNS, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,JOHN ROGERS, ,,2,Write-in,FALSE
2018,GOVERNOR, ,1,BLANK, ,,2,Write-in,FALSE
2018,GOVERNOR, ,1,DON TURNER, ,,3,Write-in,FALSE
2018,GOVERNOR, ,1,RODGERS, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,SUSAN SARTWELL, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,THOMAS OLIVER, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,EATEN, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,EATHAN GERRY, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,JIM DOUGLAS, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,KEITH STERN, ,,2,Write-in,FALSE
2018,GOVERNOR, ,1,ADAM CURTIS, ,,0,Write-in,FALSE
2018,GOVERNOR, ,1,BERNIE SANDERS, ,,0,Write-in,FALSE
2018,GOVERNOR, ,1,BOB BAYARD, ,,0,Write-in,FALSE
2018,GOVERNOR, ,1,CHARLES DISCHINO, ,,0,Write-in,FALSE
2018,GOVERNOR, ,1,DAVID HORTON, ,,0,Write-in,FALSE
2018,GOVERNOR, ,1,DON KENT, ,,0,Write-in,FALSE
2018,GOVERNOR, ,1,DON TURNER, ,,0,Write-in,FALSE
2018,GOVERNOR, ,1,DON TURNER JR, ,,0,Write-in,FALSE
2018,GOVERNOR, ,1,JAMES EHLERS, ,,0,Write-in,FALSE
2018,GOVERNOR, ,1,JIM DOUGLAS, ,,0,Write-in,FALSE
2018,GOVERNOR, ,1,JOE BIDEN, ,,0,Write-in,FALSE
2018,GOVERNOR, ,1,JOHN RODGERS, ,,0,Write-in,FALSE
2018,GOVERNOR, ,1,JOHN RODGERS, ,,0,Write-in,FALSE
2018,GOVERNOR, ,1,JORDAN BUTTTERFIELD, ,,0,Write-in,FALSE
2018,GOVERNOR, ,1,KEITH SCOTT, ,,0,Write-in,FALSE
2018,GOVERNOR, ,1,PHIL LASH, ,,0,Write-in,FALSE
2018,GOVERNOR, ,1,SARAH F GERY, ,,0,Write-in,FALSE
2018,GOVERNOR, ,1,SHANNON STUART, ,,0,Write-in,FALSE
2018,GOVERNOR, ,1,SUE MINTER, ,,0,Write-in,FALSE
2018,GOVERNOR, ,1,TARL WARWICH, ,,0,Write-in,FALSE
2018,GOVERNOR, ,1,TERESA ANDERSON, ,,0,Write-in,FALSE
2018,GOVERNOR, ,1,KEITH STERN, ,,3,Write-in,FALSE
2018,GOVERNOR, ,1,RAY ALLEN, ,,2,Write-in,FALSE
2018,GOVERNOR, ,1,WILLIAM DOUGLAS, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,BEN LOVEJOY, ,,0,Write-in,FALSE
2018,GOVERNOR, ,1,JAMES WRIGHT, ,,0,Write-in,FALSE
2018,GOVERNOR, ,1,JIM DOUGLAS, ,,0,Write-in,FALSE
2018,GOVERNOR, ,1,KEITH STEARNS, ,,0,Write-in,FALSE
2018,GOVERNOR, ,1,KEITH STERN, ,,0,Write-in,FALSE
2018,GOVERNOR, ,1,SUE MINTER, ,,0,Write-in,FALSE
2018,GOVERNOR, ,1,TARYL WARWICK, ,,0,Write-in,FALSE
2018,GOVERNOR, ,1,JOHN ROGERS, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,KEITH STERN, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,TARL WARWICK, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,KEITH STREN III, ,,3,Write-in,FALSE
2018,GOVERNOR, ,1,SCOT MILLER, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,DON TURNER, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,HOLLY KNOX, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,ED LARSON, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,K. STERN, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,KATHLEEN JAMES, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,TARL WARWICK, ,,2,Write-in,FALSE
2018,GOVERNOR, ,1,DARREN CARNER, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,DAVID BURNOR, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,JOHN ROGERS, ,,2,Write-in,FALSE
2018,GOVERNOR, ,1,KEITH STERN, ,,5,Write-in,FALSE
2018,GOVERNOR, ,1,TODD RUTTURA, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,KEITH STURN, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,JOHN RODGERS, ,,2,Write-in,FALSE
2018,GOVERNOR, ,1,SCOTT MILNE, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,TARL WARWICK, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,DICK BARNABY, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,JEREMY FROST, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,JIM DOUGLAS, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,JOHN ROGERS, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,KEITH STERN, ,,3,Write-in,FALSE
2018,GOVERNOR, ,1,KEITH STERN, ,,5,Write-in,FALSE
2018,GOVERNOR, ,1,REBECCA HOLCOMB, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,ROB ASHTON, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,SUE MINTER, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,DON TURNER JR, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,JAY HOWARD, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,KEITH STERN, ,,2,Write-in,FALSE
2018,GOVERNOR, ,1,HOWARD DEAN, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,LAWRENCE ZUPAN, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,BOB ORLECK, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,GREGORY JAMES, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,JAMES DOUGLAS, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,JOHN RODGERS, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,KEITH STERN, ,,3,Write-in,FALSE
2018,GOVERNOR, ,1,BILL LEE, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,KEITH STEARN, ,,4,Write-in,FALSE
2018,GOVERNOR, ,1,RON BOUCHER, ,,2,Write-in,FALSE
2018,GOVERNOR, ,1,DAVID ZUCKERMAN, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,BILL LEE, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,BRENDA SIEGEL, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,GEORGE SEYMOUR, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,JOHN S RODGERS, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,KIAH MORRIS, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,STEVE COSTELLO, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,SUE MINTER, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,KATE PIPER, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,KEITH STERN, ,,4,Write-in,FALSE
2018,GOVERNOR, ,1,KEITH STERN, ,,6,Write-in,FALSE
2018,GOVERNOR, ,1,MIKE KELL, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,KEITH STERN, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,PHIL HAYES, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,TERRY WILLIAMS, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,KEITH STEARN, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,EDWARD LARSON, ,,0,Write-in,FALSE
2018,GOVERNOR, ,1,KEITH STERN, ,,0,Write-in,FALSE
2018,GOVERNOR, ,1,TARI WARWICK, ,,0,Write-in,FALSE
2018,GOVERNOR, ,1,KEITH STERN, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,OPRAH, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,THOMAS KENYON, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,KEITH STERN, ,,4,Write-in,FALSE
2018,GOVERNOR, ,1,MITZI JOHNSON, ,,3,Write-in,FALSE
2018,GOVERNOR, ,1,STEVEN BARROWS, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,KEITH STERN, ,,2,Write-in,FALSE
2018,GOVERNOR, ,1,JOHN ROGERS, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,KEITH STERN, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,PAUL FONTAINE, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,THOMAS PAINE, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,PAUL LITTLEFIELD, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,BRENDA SIEGEL, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,DONALD TRUMP, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,ERIC TRUMP, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,KEITH STERN, ,,2,Write-in,FALSE
2018,GOVERNOR, ,1,ROGER PINON, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,DON VESPER, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,ERIC SALTONSTALL, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,GARY BARNETT, ,,4,Write-in,FALSE
2018,GOVERNOR, ,1,JUH ROGERS, ,,2,Write-in,FALSE
2018,GOVERNOR, ,1,KEITH STERN, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,TARL WARRICK, ,,3,Write-in,FALSE
2018,GOVERNOR, ,1,JAMES EHLER, ,,2,Write-in,FALSE
2018,GOVERNOR, ,1,JARED FOUNTAIN, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,NATALIE MILLER, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,CHRIS HAGGERT, ,,2,Write-in,FALSE
2018,GOVERNOR, ,1,JOHN RODGERS, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,KEITH STEARNS, ,,6,Write-in,FALSE
2018,GOVERNOR, ,1,DAVID ZUCKERMAN, ,,1,Write-in,FALSE
2018,GOVERNOR, ,1,JEFF BADOR, ,,1,Write-in,FALSE
2018,LIEUTENANT GOVERNOR, ,1,MURRAY NGOIMA,LIBERTY UNION,,4092,Registered,FALSE
2018,LIEUTENANT GOVERNOR, ,1,DON TURNER JR,REPUBLICAN,,108390,Registered,FALSE
2018,LIEUTENANT GOVERNOR, ,1,DAVID ZUCKERMAN,PROG/DEM,,158503,Registered,FALSE
2018,LIEUTENANT GOVERNOR, ,1,COREY OSTERHOUDT, ,,1,Write-in,FALSE
2018,LIEUTENANT GOVERNOR, ,1,APRIL HEWES, ,,1,Write-in,FALSE
2018,LIEUTENANT GOVERNOR, ,1,JIMMY MCGEE, ,,1,Write-in,FALSE
2018,LIEUTENANT GOVERNOR, ,1,SHELDON, ,,1,Write-in,FALSE
2018,LIEUTENANT GOVERNOR, ,1,FRED GROUT, ,,1,Write-in,FALSE
2018,LIEUTENANT GOVERNOR, ,1,HOLLY LEACH, ,,1,Write-in,FALSE
2018,LIEUTENANT GOVERNOR, ,1,MIA DOLAN, ,,1,Write-in,FALSE
2018,LIEUTENANT GOVERNOR, ,1,MIKE GRAVES, ,,1,Write-in,FALSE
2018,LIEUTENANT GOVERNOR, ,1,BEVERLY LITT, ,,1,Write-in,FALSE
2018,LIEUTENANT GOVERNOR, ,1,HENRY BROW, ,,1,Write-in,FALSE
2018,LIEUTENANT GOVERNOR, ,1,JAMES BURGESS, ,,1,Write-in,FALSE
2018,LIEUTENANT GOVERNOR, ,1,MICHAEL STERN, ,,1,Write-in,FALSE
2018,LIEUTENANT GOVERNOR, ,1,PAIGE WILLIAMS, ,,1,Write-in,FALSE
2018,LIEUTENANT GOVERNOR, ,1,PETER BRADY, ,,1,Write-in,FALSE
2018,LIEUTENANT GOVERNOR, ,1,PETER SWEET, ,,1,Write-in,FALSE
2018,LIEUTENANT GOVERNOR, ,1,PHILLIP SNYDER, ,,2,Write-in,FALSE
2018,LIEUTENANT GOVERNOR, ,1,ROBERTA J MAUNDER WELCH, ,,1,Write-in,FALSE
2018,LIEUTENANT GOVERNOR, ,1,J TURK, ,,0,Write-in,FALSE
2018,LIEUTENANT GOVERNOR, ,1,DEREK E, ,,1,Write-in,FALSE
2018,LIEUTENANT GOVERNOR, ,1,CALEB PITKIN, ,,0,Write-in,FALSE
2018,LIEUTENANT GOVERNOR, ,1,HOLLY LEACH, ,,0,Write-in,FALSE
2018,LIEUTENANT GOVERNOR, ,1,ROBB KIDD, ,,1,Write-in,FALSE
2018,LIEUTENANT GOVERNOR, ,1,BRIAN DUBOIS, ,,1,Write-in,FALSE
2018,LIEUTENANT GOVERNOR, ,1,PETER ENGELS, ,,1,Write-in,FALSE
2018,LIEUTENANT GOVERNOR, ,1,BOGDAN POPA, ,,1,Write-in,FALSE
2018,LIEUTENANT GOVERNOR, ,1,BRYAN JOHNSON, ,,1,Write-in,FALSE
2018,LIEUTENANT GOVERNOR, ,1,SHAP SMITH, ,,1,Write-in,FALSE
2018,LIEUTENANT GOVERNOR, ,1,JOHNS ROGERS, ,,2,Write-in,FALSE
2018,LIEUTENANT GOVERNOR, ,1,MITCHELL TELEGA, ,,1,Write-in,FALSE
2018,LIEUTENANT GOVERNOR, ,1,CHRISTINE HALLQUIST, ,,1,Write-in,FALSE
2018,LIEUTENANT GOVERNOR, ,1,DAVE DAY, ,,1,Write-in,FALSE
2018,LIEUTENANT GOVERNOR, ,1,ROB SNYDER, ,,1,Write-in,FALSE
2018,LIEUTENANT GOVERNOR, ,1,PHIL SCOTT, ,,1,Write-in,FALSE
2018,LIEUTENANT GOVERNOR, ,1,TOM HILL, ,,1,Write-in,FALSE
2018,LIEUTENANT GOVERNOR, ,1,, ,,0,Write-in,FALSE
2018,LIEUTENANT GOVERNOR, ,1,GAYE SYMINGTON, ,,1,Write-in,FALSE
2018,LIEUTENANT GOVERNOR, ,1,KEISHA RAM, ,,2,Write-in,FALSE
2018,LIEUTENANT GOVERNOR, ,1,SCOTT GILES, ,,1,Write-in,FALSE
2018,LIEUTENANT GOVERNOR, ,1,SHAP SMITH, ,,1,Write-in,FALSE
2018,LIEUTENANT GOVERNOR, ,1,JOHN ROGERS, ,,1,Write-in,FALSE
2018,LIEUTENANT GOVERNOR, ,1,GARRETT BEEMAN, ,,1,Write-in,FALSE
2018,LIEUTENANT GOVERNOR, ,1,MIN YOONGI, ,,1,Write-in,FALSE
2018,LIEUTENANT GOVERNOR, ,1,GREG MORRIS, ,,1,Write-in,FALSE
